Term | TF-IDF country | TF-IDF pop | TF-IDF rap | TF-IDFrock
marbles	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
snakes	|	0.000000	|	0.124939	|	0.999510	|	0.124939	|	
whose	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
dad's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
richest	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
bunks	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
rueing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
suffer	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
hindsight	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Taken	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
Forgiving	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
cooks	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
aubergine	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
kettle	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
hum	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
waits	|	0.000000	|	0.374816	|	0.124939	|	0.874571	|	
anticipating	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
psychic	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
longs	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
brushes	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
thoroughly	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
rushes	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
atop	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
mars	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
nestle	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
perform	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
lovelorn	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
serenade	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
controlled	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
acknowledge	|	0.000000	|	0.124939	|	0.124939	|	0.374816	|	
dialogue	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
heaving	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
detest	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
martyr	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
victim	|	0.000000	|	0.374816	|	0.124939	|	0.374816	|	
caressed	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
negate	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
beck	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
placating	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
berate	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
greets	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
meekly	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
accepts	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
chocolate	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
other's	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Faint	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Needing	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
dipped	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
annulled	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
anyone's	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Everyone's	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Aaliyah	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Weeknd	|	0.000000	|	3.010300	|	3.010300	|	0.000000	|	
friction	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
gon'stop	|	0.000000	|	1.204120	|	1.204120	|	0.000000	|	
Siouxsie	|	0.000000	|	1.204120	|	1.204120	|	0.000000	|	
Sioux	|	0.000000	|	1.204120	|	1.204120	|	0.000000	|	
Fun	|	0.000000	|	0.999510	|	0.999510	|	0.124939	|	
quicker	|	0.000000	|	0.903090	|	0.903090	|	0.000000	|	
707	|	0.000000	|	6.622660	|	6.622660	|	0.000000	|	
puffs	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
stash	|	0.000000	|	0.602060	|	1.806180	|	0.000000	|	
handful	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
chasers	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Jaw	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
clenching	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
supersized	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Escaping	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
halfpast	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Weed's	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
exist	|	0.000000	|	0.499755	|	0.499755	|	0.249877	|	
tables	|	0.000000	|	1.624204	|	1.499265	|	0.124939	|	
handbag	|	0.000000	|	0.903090	|	0.602060	|	0.000000	|	
nap	|	0.000000	|	0.602060	|	1.505150	|	0.000000	|	
moans	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
okey	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
dokey	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
phony	|	0.000000	|	0.249877	|	0.374816	|	0.124939	|	
O	|	0.000000	|	0.249877	|	0.999510	|	1.124449	|	
offense	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
nightmare	|	0.000000	|	0.249877	|	0.374816	|	0.374816	|	
Elm	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Whip	|	0.000000	|	3.612360	|	6.923690	|	0.000000	|	
emptied	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
leaning	|	0.000000	|	0.602060	|	2.107210	|	0.000000	|	
motherfucking	|	0.000000	|	1.505150	|	3.612360	|	0.000000	|	
confidence	|	0.000000	|	1.499265	|	0.374816	|	0.374816	|	
V	|	0.000000	|	0.602060	|	3.612360	|	0.000000	|	
Tatts	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Highheel	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
pluck	|	0.000000	|	0.249877	|	0.374816	|	0.124939	|	
feathers	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
interfere	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Messing	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
sessions	|	0.000000	|	0.124939	|	0.249877	|	0.374816	|	
Shouldn't	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
unconditional	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
potential	|	0.000000	|	0.903090	|	0.903090	|	0.000000	|	
mist	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Rudolph	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
OD	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Ringtone	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
solutions	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
party's	|	0.000000	|	2.107210	|	0.602060	|	0.000000	|	
Poppin'	|	0.000000	|	0.124939	|	0.499755	|	0.124939	|	
wit'	|	0.000000	|	0.301030	|	6.622660	|	0.000000	|	
especially	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
meltin'	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Unless	|	0.000000	|	0.602060	|	1.505150	|	0.000000	|	
Blueball	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
dumber	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Wet	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
fry	|	0.000000	|	0.124939	|	0.374816	|	0.124939	|	
morals	|	0.000000	|	0.124939	|	0.124939	|	0.624694	|	
twofloor	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
loft	|	0.000000	|	0.903090	|	1.505150	|	0.000000	|	
Amnesia	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
noises	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Twisting	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
Seem	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Eddie	|	0.000000	|	0.124939	|	0.374816	|	0.124939	|	
Murphy	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
Rehearse	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
hash	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
plug	|	0.000000	|	0.301030	|	13.245320	|	0.000000	|	
credits	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Filmed	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
independent	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
offended	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Hoo	|	0.000000	|	0.903090	|	0.903090	|	0.000000	|	
washing	|	0.000000	|	0.249877	|	0.374816	|	0.124939	|	
Hiding	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
tongues	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
twist	|	0.000000	|	0.374816	|	2.248897	|	0.249877	|	
merrier	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Nothings	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
path	|	0.000000	|	0.999510	|	0.249877	|	0.749632	|	
Tuesday	|	0.000000	|	6.622660	|	2.408240	|	0.000000	|	
wendesday	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Prescription	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
ladies	|	0.000000	|	0.374816	|	0.624694	|	0.124939	|	
Woaahoooh	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
rushing	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
dancing's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
artists	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
favours	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Wipe	|	0.000000	|	0.124939	|	0.499755	|	0.249877	|	
hometown	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
OVO	|	0.000000	|	0.903090	|	0.903090	|	0.000000	|	
XO	|	0.000000	|	4.214420	|	4.214420	|	0.000000	|	
panic	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
Lips	|	0.000000	|	0.124939	|	0.124939	|	0.249877	|	
French	|	0.000000	|	0.301030	|	1.505150	|	0.000000	|	
manage	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
warn	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
return	|	0.000000	|	0.249877	|	0.249877	|	0.249877	|	
pleading	|	0.000000	|	0.903090	|	0.903090	|	0.000000	|	
forced	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
spill	|	0.000000	|	0.249877	|	0.249877	|	0.249877	|	
bloody	|	0.000000	|	0.124939	|	0.374816	|	0.749632	|	
horny	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
pennant	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Babygirl	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
gotcha	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
codeine	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
'methazine	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
numb	|	0.000000	|	0.749632	|	0.374816	|	0.749632	|	
Except	|	0.000000	|	0.124939	|	0.249877	|	0.124939	|	
wheezy	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
potion	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Dirty	|	0.000000	|	2.498775	|	3.248407	|	0.374816	|	
spiked	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
toastin	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Low	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
meds	|	0.000000	|	0.602060	|	0.903090	|	0.000000	|	
recognition's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
seroton'	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
paying	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
father's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
serotonin's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
rewarded	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
thigh	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
trapped	|	0.000000	|	0.301030	|	4.214420	|	0.000000	|	
Diana	|	0.000000	|	6.020600	|	6.321630	|	0.000000	|	
musician's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
prestige	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
carefree	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
taunt	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
nah	|	0.000000	|	2.709270	|	0.903090	|	0.000000	|	
Unlock	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Shots	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Henny	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
Patron	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Blunts	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
C	|	0.000000	|	0.124939	|	1.624204	|	0.249877	|	
notes	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
cabbed	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
evictions	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Blame	|	0.000000	|	0.602060	|	1.204120	|	0.000000	|	
light's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
passin'	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
Goddess	|	0.000000	|	0.124939	|	0.249877	|	0.624694	|	
stressin'	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
'specially	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
K	|	0.000000	|	0.124939	|	2.998530	|	0.124939	|	
Diet	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
rent	|	0.000000	|	0.124939	|	0.374816	|	0.124939	|	
goons	|	0.000000	|	0.301030	|	1.505150	|	0.000000	|	
hipster	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
ya'	|	0.000000	|	0.602060	|	2.107210	|	0.000000	|	
cam	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
POV	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Lust	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
mindset	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Waken	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
stuffed	|	0.000000	|	0.301030	|	1.806180	|	0.000000	|	
sodas	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
thick	|	0.000000	|	0.124939	|	3.123468	|	0.499755	|	
choking	|	0.000000	|	0.249877	|	0.249877	|	0.249877	|	
rate's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
celebration	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
clocks	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
blinds	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
writings	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
peak	|	0.000000	|	0.374816	|	0.374816	|	0.124939	|	
experience	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
zoning	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
concentrate	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
potent	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
serotonin	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
gum	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
chewing	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Cup	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
fiending	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
tire	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Taste	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
Girlfriend	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Exman	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
hollering	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
cognac	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
x8	|	0.000000	|	0.301030	|	2.107210	|	0.000000	|	
girlfriends	|	0.000000	|	0.301030	|	1.806180	|	0.000000	|	
ringin'	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
begun	|	0.000000	|	0.124939	|	0.124939	|	0.374816	|	
choppers	|	0.000000	|	0.301030	|	2.408240	|	0.000000	|	
caps	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
finest	|	0.000000	|	0.124939	|	0.374816	|	0.124939	|	
vanish	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
friend's	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Lexis	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
cent	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
BC	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Flowing	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
kush	|	0.000000	|	0.301030	|	5.418540	|	0.000000	|	
cheapass	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
expectations	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
masochist	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
overcharged	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
surprising	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
Surprisingly	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
fuss	|	0.000000	|	0.749632	|	0.124939	|	0.124939	|	
Ode	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
deodorant	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
hygiene	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
ode	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
picks	|	0.000000	|	0.602060	|	0.000000	|	0.301030	|	
aerosol	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Brothers	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
unite	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
downs	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
cardboard	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
defeated	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
voices	|	0.000000	|	0.249877	|	0.124939	|	0.249877	|	
superstition	|	0.000000	|	3.010300	|	0.000000	|	0.000000	|	
thousandth	|	0.000000	|	0.301030	|	0.000000	|	0.602060	|	
slipping	|	0.000000	|	0.602060	|	0.000000	|	1.204120	|	
Bones	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
Homes	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
vest	|	0.000000	|	0.499755	|	0.624694	|	0.249877	|	
telescope	|	0.000000	|	1.204120	|	1.204120	|	0.000000	|	
lens	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
snapping	|	0.000000	|	1.204120	|	0.301030	|	0.000000	|	
explodes	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
Confidence	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
High	|	0.000000	|	0.249877	|	1.999020	|	0.749632	|	
fugitive	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
spies	|	0.000000	|	7.826780	|	0.000000	|	0.000000	|	
fugitives	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Spies	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
Lalalala	|	0.000000	|	4.816480	|	0.000000	|	0.000000	|	
ohoh	|	0.000000	|	2.408240	|	0.000000	|	0.602060	|	
to've	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
D'you	|	0.000000	|	1.204120	|	0.000000	|	0.602060	|	
swam	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
jumped	|	0.000000	|	0.374816	|	0.749632	|	0.124939	|	
spider	|	0.000000	|	0.903090	|	0.000000	|	0.301030	|	
web	|	0.000000	|	1.806180	|	0.000000	|	0.301030	|	
caused	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
spun	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
counted	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
shoulders	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
drag	|	0.000000	|	0.124939	|	0.374816	|	0.124939	|	
aches	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
cured	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
Careful	|	0.000000	|	6.020600	|	0.000000	|	0.000000	|	
circumnavigate	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
Ahahahahahahahah	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
ahahahahahahahah	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
scarred	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
hightempo	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
pleasure	|	0.000000	|	3.010300	|	0.000000	|	1.204120	|	
'body	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
Bodies	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
behavior	|	0.000000	|	0.903090	|	0.000000	|	0.602060	|	
pure	|	0.000000	|	0.374816	|	0.124939	|	0.124939	|	
Pillow	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
enemy	|	0.000000	|	0.249877	|	0.249877	|	0.374816	|	
ally	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Prisoners	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
thriller	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
War	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
equate	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Cover	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
funk	|	0.000000	|	0.124939	|	0.249877	|	1.124449	|	
wrongs	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
picking	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
bothered	|	0.000000	|	0.124939	|	0.124939	|	0.249877	|	
Numb	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
Shame	|	0.000000	|	1.204120	|	0.602060	|	0.000000	|	
pardon	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
chords	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
Flashing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
nightcap	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
crowd's	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
when's	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
amnesia	|	0.000000	|	1.806180	|	0.301030	|	0.000000	|	
Intoxicated	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
buzzing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Faded	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
Drinking	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
flowing	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
Melodies	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
absurd	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
began	|	0.000000	|	0.903090	|	0.000000	|	0.301030	|	
doubted	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
Clothes	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
messy	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
undressing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
demeanor	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
pleaser	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
teacher	|	0.000000	|	0.124939	|	0.999510	|	0.249877	|	
tainted	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
darts	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
defeat	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
commotion	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
profanity	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
luck's	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
scenes	|	0.000000	|	0.124939	|	0.124939	|	0.249877	|	
enemies	|	0.000000	|	0.301030	|	0.000000	|	0.602060	|	
Hide	|	0.000000	|	0.124939	|	0.249877	|	0.124939	|	
Lucozade	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
blazing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
blacks	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
grays	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
sways	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
headlines	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
ambition	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
pollution	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
solution	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
confusing	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
promotes	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
selfsoothing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
bruising	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Smoking	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Bulls	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
splattered	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
pattern	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
elephant	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Disguise	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
consumes	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
stamina	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
woulda	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Outwit	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
cunnin'	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
outfit	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
stunnin'	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
mage	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
devotion	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
Needs	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
glassy	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
cage	|	0.000000	|	0.249877	|	0.124939	|	0.749632	|	
colorway	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
colored	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
kryptonite	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
dynamite	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
gigabyte	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
coldhearted	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
