Term | TF-IDF country | TF-IDF pop | TF-IDF rap | TF-IDFrock
stripper	|	0.000000	|	0.903090	|	1.204120	|	0.000000	|	
Candy	|	0.000000	|	1.204120	|	0.903090	|	0.000000	|	
Treat	|	0.000000	|	0.999510	|	0.499755	|	0.374816	|	
Halloween	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
Rihanna	|	0.000000	|	6.321630	|	0.903090	|	0.000000	|	
rude	|	0.000000	|	0.374816	|	0.249877	|	0.249877	|	
desperate	|	0.000000	|	0.624694	|	0.249877	|	1.374326	|	
housewife	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
pitbull	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
woof	|	0.000000	|	0.374816	|	0.249877	|	0.124939	|	
Garbage	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
janitor	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
mop	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Seth	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Rogen	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
King	|	0.000000	|	0.301030	|	2.107210	|	0.000000	|	
Rocky	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Adrian	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Leaves	|	0.000000	|	0.301030	|	0.000000	|	0.602060	|	
dries	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Snow	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
melts	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Fame	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
simply	|	0.000000	|	1.204120	|	0.903090	|	0.000000	|	
Grow	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
Clap	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
clap	|	0.000000	|	3.913390	|	1.204120	|	0.000000	|	
anxious	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
depressed	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Dooweeoohweeoohweeoohweeooh	|	0.000000	|	2.408240	|	0.000000	|	0.000000	|	
ungrateful	|	0.000000	|	3.010300	|	0.000000	|	0.000000	|	
wheelchair	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Ohoohoh	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
action	|	0.000000	|	0.999510	|	1.249387	|	0.249877	|	
sequence	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
80's	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
ninety	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
texts	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Screw	|	0.000000	|	0.903090	|	0.301030	|	0.000000	|	
pops	|	0.000000	|	0.903090	|	0.000000	|	0.301030	|	
IHOP	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
Open	|	0.000000	|	2.498775	|	1.749142	|	0.624694	|	
steps	|	0.000000	|	0.624694	|	0.374816	|	0.249877	|	
winding	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
philosophers	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Timberland	|	0.000000	|	2.107210	|	0.301030	|	0.000000	|	
Pharrell	|	0.000000	|	4.214420	|	0.000000	|	0.000000	|	
company	|	0.000000	|	0.624694	|	0.124939	|	0.249877	|	
awfully	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
Decisions	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
evening	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
unwinding	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
forty	|	0.000000	|	0.124939	|	1.374326	|	0.499755	|	
hoodlum	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
deceived	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
problems	|	0.000000	|	1.124449	|	1.249387	|	0.874571	|	
addicted	|	0.000000	|	2.709270	|	3.612360	|	0.000000	|	
sudden	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
smitten	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
disease	|	0.000000	|	1.124449	|	0.124939	|	0.999510	|	
perspective	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
decide	|	0.000000	|	0.749632	|	0.624694	|	0.749632	|	
unfulfilled	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
dreaming	|	0.000000	|	0.249877	|	0.124939	|	0.374816	|	
happier	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
bits	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
corners	|	0.000000	|	0.249877	|	0.124939	|	0.124939	|	
laces	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
lined	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
bang	|	0.000000	|	1.999020	|	2.373836	|	0.624694	|	
Smiles	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Lately	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Scowling	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Sarasota	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
twister	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Oklahoma	|	0.000000	|	0.301030	|	0.000000	|	0.903090	|	
Clear	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Penny	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
coma	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Meet	|	0.000000	|	0.624694	|	0.374816	|	0.249877	|	
wrap	|	0.000000	|	0.874571	|	1.124449	|	0.124939	|	
willow	|	0.000000	|	0.301030	|	0.000000	|	0.602060	|	
bowing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Carry	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
satisfy	|	0.000000	|	0.602060	|	0.000000	|	0.602060	|	
position	|	0.000000	|	1.204120	|	0.903090	|	0.000000	|	
struggling	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
musician	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
damning	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Being	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
annoying	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
approved	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
willing	|	0.000000	|	0.749632	|	0.124939	|	0.249877	|	
Sifting	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Cliches	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
enters	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
dim	|	0.000000	|	0.301030	|	0.000000	|	0.602060	|	
tragic	|	0.000000	|	0.499755	|	0.124939	|	0.374816	|	
lifestyle	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
spends	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
muster	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
lack	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
lustre	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
He'll	|	0.000000	|	0.249877	|	0.249877	|	0.249877	|	
visions	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
dreamt	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Wake	|	0.000000	|	1.499265	|	0.249877	|	0.249877	|	
orange	|	0.000000	|	0.301030	|	1.505150	|	0.000000	|	
Peace	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
Happiness	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
unusual	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
spectacular	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
prize	|	0.000000	|	0.903090	|	0.903090	|	0.000000	|	
mysterious	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
delirious	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
indebted	|	0.000000	|	1.806180	|	0.602060	|	0.000000	|	
sensitive	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
skeletons	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
demise	|	0.000000	|	0.301030	|	0.000000	|	0.602060	|	
he'll	|	0.000000	|	0.624694	|	0.624694	|	0.249877	|	
Him	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
Darling	|	0.000000	|	0.124939	|	0.124939	|	0.999510	|	
Aren't	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
considering	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
aviation	|	0.000000	|	6.622660	|	0.000000	|	0.000000	|	
nation	|	0.000000	|	0.499755	|	0.624694	|	0.999510	|	
committed	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
degree	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
Pensacola	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Fly	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
fighter	|	0.000000	|	0.249877	|	0.124939	|	0.124939	|	
jets	|	0.000000	|	0.602060	|	1.204120	|	0.000000	|	
abused	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
Breathing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
worrying	|	0.000000	|	0.602060	|	0.000000	|	0.301030	|	
notsohappy	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
junkie	|	0.000000	|	1.505150	|	0.000000	|	0.301030	|	
loses	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
insanity	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
sunbeams	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
hateful	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
grateful	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
diner	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
feather	|	0.000000	|	1.204120	|	0.301030	|	0.000000	|	
sorting	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
nun	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
drums	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
queer	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
Purple	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Haze	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
shower	|	0.000000	|	0.249877	|	0.749632	|	0.124939	|	
Bet	|	0.000000	|	0.749632	|	1.249387	|	0.124939	|	
driveby	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Interrupt	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
commit	|	0.000000	|	0.624694	|	0.124939	|	0.124939	|	
Guilty	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
plight	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
cell	|	0.000000	|	0.249877	|	0.749632	|	0.124939	|	
thirty	|	0.000000	|	0.301030	|	1.505150	|	0.000000	|	
serving	|	0.000000	|	1.505150	|	2.107210	|	0.000000	|	
K's	|	0.000000	|	0.301030	|	4.214420	|	0.000000	|	
Funny	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
retried	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
homicide	|	0.000000	|	0.124939	|	0.374816	|	0.124939	|	
Sent	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
countryside	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Rise	|	0.000000	|	0.301030	|	0.000000	|	0.602060	|	
beyond	|	0.000000	|	0.499755	|	0.374816	|	0.624694	|	
magazines	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
Aberdeen	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
waving	|	0.000000	|	6.622660	|	0.000000	|	0.000000	|	
trampoline	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
film	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
using	|	0.000000	|	1.806180	|	1.204120	|	0.000000	|	
Cigarettes	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Robitussin	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Gnecco	|	0.000000	|	4.816480	|	0.000000	|	0.000000	|	
echoes	|	0.000000	|	0.124939	|	0.124939	|	0.249877	|	
course	|	0.000000	|	0.749632	|	0.249877	|	0.499755	|	
Jay	|	0.000000	|	0.249877	|	0.374816	|	0.124939	|	
J	|	0.000000	|	0.903090	|	1.806180	|	0.000000	|	
Buy	|	0.000000	|	1.806180	|	0.602060	|	0.000000	|	
smashing	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
ghetto	|	0.000000	|	0.249877	|	0.124939	|	0.249877	|	
Palm	|	0.000000	|	2.408240	|	0.000000	|	0.301030	|	
mixture	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
cocain	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
heroin	|	0.000000	|	0.903090	|	0.602060	|	0.000000	|	
w	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
Hair	|	0.000000	|	0.903090	|	1.806180	|	0.000000	|	
convertible	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
hollow	|	0.000000	|	0.249877	|	0.374816	|	0.249877	|	
Lean	|	0.000000	|	0.249877	|	0.499755	|	0.249877	|	
forward	|	0.000000	|	2.107210	|	0.602060	|	0.000000	|	
fuck	|	0.000000	|	8.245957	|	42.604109	|	14.118077	|	
camera	|	0.000000	|	2.709270	|	2.709270	|	0.000000	|	
sparkle	|	0.000000	|	2.107210	|	0.301030	|	0.000000	|	
Yayo	|	0.000000	|	1.204120	|	0.301030	|	0.000000	|	
yayo	|	0.000000	|	1.204120	|	1.505150	|	0.000000	|	
trailer	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
motorcycle	|	0.000000	|	0.903090	|	1.204120	|	0.000000	|	
Fifties	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
doll	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
Nevada	|	0.000000	|	0.903090	|	0.000000	|	1.204120	|	
tiger	|	0.000000	|	0.374816	|	0.249877	|	0.249877	|	
druggie	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
tunnel	|	0.000000	|	0.301030	|	2.107210	|	0.000000	|	
Bound	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
Ray	|	0.000000	|	0.903090	|	1.806180	|	0.000000	|	
kingsized	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
kitty	|	0.000000	|	0.124939	|	0.124939	|	0.249877	|	
buttercup	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
casinos	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
reservations	|	0.000000	|	1.806180	|	0.000000	|	0.000000	|	
Gas	|	0.000000	|	1.505150	|	1.204120	|	0.000000	|	
stations	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
slurpee	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
machines	|	0.000000	|	1.204120	|	0.301030	|	0.000000	|	
organs	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Preferably	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
ours	|	0.000000	|	1.806180	|	0.000000	|	0.602060	|	
alleys	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Night	|	0.000000	|	0.903090	|	0.000000	|	0.301030	|	
passing	|	0.000000	|	0.124939	|	0.124939	|	0.749632	|	
illuminate	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Nirvana	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
sway	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
cradle	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
afar	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Gramma	|	0.000000	|	15.653560	|	0.000000	|	0.000000	|	
flags	|	0.000000	|	2.107210	|	0.000000	|	1.806180	|	
AMERICA	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
TROUBLE	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Trouble's	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Ma	|	0.000000	|	0.874571	|	0.874571	|	0.249877	|	
world's	|	0.000000	|	0.499755	|	0.249877	|	0.249877	|	
gramma	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
unsure	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
handsome	|	0.000000	|	0.301030	|	3.612360	|	0.000000	|	
shaped	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
silhouette	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
glows	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
electrified	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Use	|	0.000000	|	0.749632	|	0.499755	|	0.624694	|	
Coney	|	0.000000	|	1.204120	|	0.000000	|	0.000000	|	
national	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
anthem	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
wig	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
mermaid	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
video	|	0.000000	|	1.204120	|	1.204120	|	0.000000	|	
motel	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Neptune	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Lavender	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
Sunshine	|	0.000000	|	3.612360	|	0.000000	|	0.000000	|	
Suede	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Tokyo	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Van	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Halen	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
reunion	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Heavy	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
Diamond	|	0.000000	|	0.301030	|	2.709270	|	0.000000	|	
Dave	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
salute	|	0.000000	|	0.249877	|	0.124939	|	0.124939	|	
universe	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
Rai	|	0.000000	|	11.439140	|	0.000000	|	0.000000	|	
rai	|	0.000000	|	6.923690	|	0.301030	|	0.000000	|	
voodoo	|	0.000000	|	0.249877	|	0.124939	|	0.249877	|	
Sixtynine	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Birds	|	0.000000	|	0.301030	|	2.408240	|	0.000000	|	
Spirits	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
creeping	|	0.000000	|	0.249877	|	0.249877	|	0.499755	|	
tilting	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Putting	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
crystals	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
Lifting	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
CB	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
pawned	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
earrings	|	0.000000	|	0.301030	|	0.000000	|	0.301030	|	
oranges	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
consciousness	|	0.000000	|	0.602060	|	0.000000	|	0.000000	|	
notoriety	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
quickly	|	0.000000	|	0.124939	|	0.124939	|	0.624694	|	
umm	|	0.000000	|	1.249387	|	1.249387	|	0.124939	|	
impression	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
FAST	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
y'know	|	0.000000	|	6.923690	|	6.923690	|	0.000000	|	
obviously	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
billion	|	0.000000	|	0.602060	|	0.903090	|	0.000000	|	
trailing	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
talent	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
connections	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Annnnd	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
muthafuckin'	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
mac	|	0.000000	|	0.124939	|	0.749632	|	0.124939	|	
notebook	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
pro	|	0.000000	|	0.249877	|	0.874571	|	0.249877	|	
tools	|	0.000000	|	0.124939	|	0.624694	|	0.124939	|	
bitches	|	0.000000	|	3.248407	|	21.489463	|	0.499755	|	
Lewinsky	|	0.000000	|	1.204120	|	1.204120	|	0.000000	|	
flyer	|	0.000000	|	0.602060	|	0.903090	|	0.000000	|	
frisby	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
mangoes	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
sandals	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
bangles	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
ankles	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
wen	|	0.000000	|	0.903090	|	1.204120	|	0.000000	|	
spangle	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
buh	|	0.000000	|	1.204120	|	1.204120	|	0.000000	|	
IIII	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
Hannah	|	0.000000	|	0.903090	|	8.127810	|	0.000000	|	
MonMontana	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
antenna	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
hoes	|	0.000000	|	0.874571	|	10.994609	|	2.998530	|	
reindeers	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Minaj	|	0.000000	|	10.837080	|	10.837080	|	0.000000	|	
mentality	|	0.000000	|	0.124939	|	0.124939	|	0.124939	|	
galaxy	|	0.000000	|	0.602060	|	0.301030	|	0.000000	|	
president	|	0.000000	|	0.499755	|	0.499755	|	1.374326	|	
House	|	0.000000	|	0.124939	|	0.749632	|	0.124939	|	
oval	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
office	|	0.000000	|	0.903090	|	1.204120	|	0.000000	|	
wicked	|	0.000000	|	0.124939	|	0.124939	|	0.499755	|	
witch	|	0.000000	|	0.602060	|	1.204120	|	0.000000	|	
Nickster	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
jickster	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
thicker	|	0.000000	|	0.124939	|	0.624694	|	0.124939	|	
Rockstar	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
LMNOwinsky	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Tinky	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
tinker	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
nigga	|	0.000000	|	2.873591	|	133.934326	|	0.249877	|	
link	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
brains	|	0.000000	|	0.124939	|	0.749632	|	0.499755	|	
thinker	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Weezy	|	0.000000	|	1.505150	|	13.546350	|	0.000000	|	
3rd	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
Floor	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Hospital	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Niggas	|	0.000000	|	0.903090	|	30.404030	|	0.000000	|	
niggas	|	0.000000	|	7.224720	|	180.919027	|	0.000000	|	
Straight	|	0.000000	|	0.374816	|	0.624694	|	0.124939	|	
crooked	|	0.000000	|	0.249877	|	0.374816	|	0.124939	|	
pussy	|	0.000000	|	0.999510	|	16.242036	|	2.498775	|	
coocoo	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
nest	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
I'm'	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
bewildered	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
nerd	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
superb	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
F	|	0.000000	|	1.204120	|	1.505150	|	0.000000	|	
Brinx	|	0.000000	|	0.903090	|	0.903090	|	0.000000	|	
excellence	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
tc	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
slash	|	0.000000	|	0.903090	|	1.505150	|	0.000000	|	
resident	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
evident	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
phantom	|	0.000000	|	0.602060	|	1.505150	|	0.000000	|	
26s	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Ninas	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
em	|	0.000000	|	0.624694	|	1.874081	|	0.124939	|	
goonies	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Anybody	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
burial	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
fearial	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
holla	|	0.000000	|	0.903090	|	5.719570	|	0.000000	|	
Flyer	|	0.000000	|	0.249877	|	0.249877	|	0.749632	|	
aerial	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
vechical	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
gerital	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
stuntin'	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
fables	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Fax	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
max	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
younging	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Bitch	|	0.000000	|	0.624694	|	17.116607	|	0.749632	|	
trappin'	|	0.000000	|	0.301030	|	3.913390	|	0.000000	|	
digits	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
zones	|	0.000000	|	0.124939	|	0.249877	|	0.124939	|	
lyrically	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
invaded	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Italy	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
flaggin'	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
main	|	0.000000	|	0.301030	|	5.418540	|	0.000000	|	
chick	|	0.000000	|	0.874571	|	3.248407	|	0.249877	|	
Speaking	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
chuck	|	0.000000	|	0.602060	|	0.903090	|	0.000000	|	
deuces	|	0.000000	|	0.301030	|	0.903090	|	0.000000	|	
ninja	|	0.000000	|	1.806180	|	2.107210	|	0.000000	|	
Harajuku	|	0.000000	|	1.806180	|	1.806180	|	0.000000	|	
Barbie	|	0.000000	|	2.107210	|	3.010300	|	0.000000	|	
Nah	|	0.000000	|	1.806180	|	4.816480	|	0.000000	|	
writin'	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
disses	|	0.000000	|	0.602060	|	0.602060	|	0.000000	|	
limousine	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Promethazine	|	0.000000	|	0.301030	|	1.204120	|	0.000000	|	
bout'	|	0.000000	|	0.301030	|	0.602060	|	0.000000	|	
Michelle	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
Barack	|	0.000000	|	0.301030	|	0.301030	|	0.000000	|	
